symbol_id,time_period_start,time_period_end,time_open,time_close,px_open,px_high,px_low,px_close,sx_cnt,sx_sum
COINBASE_SPOT_BTC_USD,2022-04-20 0:32:00,2022-04-20 0:33:00,2022-04-20 0:32:00,2022-04-20 0:33:00,41377.86,41394.24,41362.19,41362.2,297,2.33174517
COINBASE_SPOT_BTC_USD,2022-04-20 0:33:00,2022-04-20 0:34:00,2022-04-20 0:33:00,2022-04-20 0:34:00,41362.19,41364.15,41352.6,41361.74,250,3.76572757
COINBASE_SPOT_BTC_USD,2022-04-20 0:34:00,2022-04-20 0:35:00,2022-04-20 0:34:01,2022-04-20 0:35:00,41366.79,41376.23,41359.12,41370.9,302,3.53631525
COINBASE_SPOT_BTC_USD,2022-04-20 0:35:00,2022-04-20 0:36:00,2022-04-20 0:35:00,2022-04-20 0:36:00,41371.02,41394.24,41369.26,41381.78,269,3.11889643
COINBASE_SPOT_BTC_USD,2022-04-20 0:36:00,2022-04-20 0:37:00,2022-04-20 0:36:00,2022-04-20 0:36:59,41381.76,41397.95,41378.72,41383.55,258,2.36094437
COINBASE_SPOT_BTC_USD,2022-04-20 0:37:00,2022-04-20 0:38:00,2022-04-20 0:37:00,2022-04-20 0:38:00,41382.34,41410,41382.34,41393.44,221,3.11786189
COINBASE_SPOT_BTC_USD,2022-04-20 0:38:00,2022-04-20 0:39:00,2022-04-20 0:38:00,2022-04-20 0:38:59,41393.44,41401.27,41349.64,41349.64,357,3.95407601
COINBASE_SPOT_BTC_USD,2022-04-20 0:39:00,2022-04-20 0:40:00,2022-04-20 0:39:00,2022-04-20 0:40:00,41348.37,41350.39,41302.87,41320.83,353,5.20980735
COINBASE_SPOT_BTC_USD,2022-04-20 0:40:00,2022-04-20 0:41:00,2022-04-20 0:40:01,2022-04-20 0:41:00,41322.71,41345.46,41312.51,41326.77,354,3.46987248
COINBASE_SPOT_BTC_USD,2022-04-20 0:41:00,2022-04-20 0:42:00,2022-04-20 0:41:00,2022-04-20 0:41:59,41326.77,41335.64,41319.75,41322.66,253,2.98847561
COINBASE_SPOT_BTC_USD,2022-04-20 0:42:00,2022-04-20 0:43:00,2022-04-20 0:42:00,2022-04-20 0:42:59,41323.7,41348.85,41323.7,41348.39,259,3.38406933
COINBASE_SPOT_BTC_USD,2022-04-20 0:43:00,2022-04-20 0:44:00,2022-04-20 0:43:00,2022-04-20 0:43:59,41348.39,41355.39,41342.99,41353.46,270,1.0578615
COINBASE_SPOT_BTC_USD,2022-04-20 0:44:00,2022-04-20 0:45:00,2022-04-20 0:44:00,2022-04-20 0:44:59,41353.46,41356.84,41350,41352.12,238,0.73551694
COINBASE_SPOT_BTC_USD,2022-04-20 0:45:00,2022-04-20 0:46:00,2022-04-20 0:45:01,2022-04-20 0:46:00,41354.63,41361,41343.07,41350.11,307,2.34671141
COINBASE_SPOT_BTC_USD,2022-04-20 0:46:00,2022-04-20 0:47:00,2022-04-20 0:46:00,2022-04-20 0:46:59,41350.13,41355.85,41338.71,41350.74,237,1.55566027
COINBASE_SPOT_BTC_USD,2022-04-20 0:47:00,2022-04-20 0:48:00,2022-04-20 0:47:00,2022-04-20 0:48:00,41353.24,41361.64,41350.03,41354.28,244,1.97627988
COINBASE_SPOT_BTC_USD,2022-04-20 0:48:00,2022-04-20 0:49:00,2022-04-20 0:48:01,2022-04-20 0:49:00,41356.43,41368.57,41353.75,41362.44,261,2.63711915
COINBASE_SPOT_BTC_USD,2022-04-20 0:49:00,2022-04-20 0:50:00,2022-04-20 0:49:00,2022-04-20 0:50:00,41362.44,41388.37,41362.44,41387.09,353,2.54279839
COINBASE_SPOT_BTC_USD,2022-04-20 0:50:00,2022-04-20 0:51:00,2022-04-20 0:50:00,2022-04-20 0:51:00,41387.09,41398.42,41382.88,41387.16,288,2.76979797
COINBASE_SPOT_BTC_USD,2022-04-20 0:51:00,2022-04-20 0:52:00,2022-04-20 0:51:01,2022-04-20 0:51:58,41387.16,41395.33,41382.76,41390.26,313,2.76782521
COINBASE_SPOT_BTC_USD,2022-04-20 0:52:00,2022-04-20 0:53:00,2022-04-20 0:52:00,2022-04-20 0:53:00,41392.74,41398.2,41388.98,41392.04,349,3.10933242
COINBASE_SPOT_BTC_USD,2022-04-20 0:53:00,2022-04-20 0:54:00,2022-04-20 0:53:00,2022-04-20 0:54:00,41392.04,41394.52,41364.16,41365.57,336,1.74524892
COINBASE_SPOT_BTC_USD,2022-04-20 0:54:00,2022-04-20 0:55:00,2022-04-20 0:54:02,2022-04-20 0:54:59,41366.73,41378.57,41363.53,41367.97,267,0.96134057
COINBASE_SPOT_BTC_USD,2022-04-20 0:55:00,2022-04-20 0:56:00,2022-04-20 0:55:01,2022-04-20 0:56:00,41372.92,41374.74,41336.09,41343.81,225,2.74199452
COINBASE_SPOT_BTC_USD,2022-04-20 0:56:00,2022-04-20 0:57:00,2022-04-20 0:56:00,2022-04-20 0:56:59,41343.81,41343.81,41309.85,41312.92,296,5.45282511
COINBASE_SPOT_BTC_USD,2022-04-20 0:57:00,2022-04-20 0:58:00,2022-04-20 0:57:00,2022-04-20 0:58:00,41312.62,41325.46,41312.62,41323.91,273,1.71190679
COINBASE_SPOT_BTC_USD,2022-04-20 0:58:00,2022-04-20 0:59:00,2022-04-20 0:58:00,2022-04-20 0:58:59,41323.33,41326.28,41315.24,41323.56,244,0.96958767
COINBASE_SPOT_BTC_USD,2022-04-20 0:59:00,2022-04-20 1:00:00,2022-04-20 0:59:00,2022-04-20 0:59:59,41322.88,41323.9,41307.92,41309.29,174,0.55437687
COINBASE_SPOT_BTC_USD,2022-04-20 1:00:00,2022-04-20 1:01:00,2022-04-20 1:00:00,2022-04-20 1:01:00,41309.27,41335.08,41307.26,41327.57,245,8.60567794
COINBASE_SPOT_BTC_USD,2022-04-20 1:01:00,2022-04-20 1:02:00,2022-04-20 1:01:00,2022-04-20 1:01:59,41327.56,41349.15,41323.33,41332.27,241,6.37586375
COINBASE_SPOT_BTC_USD,2022-04-20 1:02:00,2022-04-20 1:03:00,2022-04-20 1:02:01,2022-04-20 1:02:59,41342.23,41344.51,41300.78,41301.67,253,2.49527723
COINBASE_SPOT_BTC_USD,2022-04-20 1:03:00,2022-04-20 1:04:00,2022-04-20 1:03:00,2022-04-20 1:04:00,41300,41301.73,41271.68,41287.32,271,3.60446203
COINBASE_SPOT_BTC_USD,2022-04-20 1:04:00,2022-04-20 1:05:00,2022-04-20 1:04:00,2022-04-20 1:04:59,41287.32,41306.5,41284.19,41301.26,327,2.17936644
COINBASE_SPOT_BTC_USD,2022-04-20 1:05:00,2022-04-20 1:06:00,2022-04-20 1:05:00,2022-04-20 1:06:00,41301.25,41311.65,41292.12,41311.65,251,3.08754655
COINBASE_SPOT_BTC_USD,2022-04-20 1:06:00,2022-04-20 1:07:00,2022-04-20 1:06:01,2022-04-20 1:07:00,41311.65,41317.98,41302.94,41310.32,192,0.76303413
COINBASE_SPOT_BTC_USD,2022-04-20 1:07:00,2022-04-20 1:08:00,2022-04-20 1:07:01,2022-04-20 1:08:00,41310.32,41327.12,41306.23,41322.42,234,2.77473955
COINBASE_SPOT_BTC_USD,2022-04-20 1:08:00,2022-04-20 1:09:00,2022-04-20 1:08:00,2022-04-20 1:08:59,41322.42,41329.3,41315.13,41327.07,194,1.80151061
COINBASE_SPOT_BTC_USD,2022-04-20 1:09:00,2022-04-20 1:10:00,2022-04-20 1:09:00,2022-04-20 1:10:00,41324.48,41326.29,41311.96,41315.77,232,1.79120273
COINBASE_SPOT_BTC_USD,2022-04-20 1:10:00,2022-04-20 1:11:00,2022-04-20 1:10:00,2022-04-20 1:11:00,41314.93,41319.47,41308,41308,267,3.41854303
COINBASE_SPOT_BTC_USD,2022-04-20 1:11:00,2022-04-20 1:12:00,2022-04-20 1:11:00,2022-04-20 1:11:59,41308.03,41312.95,41288.35,41290.77,253,1.37673795
COINBASE_SPOT_BTC_USD,2022-04-20 1:12:00,2022-04-20 1:13:00,2022-04-20 1:12:00,2022-04-20 1:13:00,41290.24,41297.97,41287.52,41291.42,241,1.05456984
COINBASE_SPOT_BTC_USD,2022-04-20 1:13:00,2022-04-20 1:14:00,2022-04-20 1:13:00,2022-04-20 1:14:00,41291.41,41296,41286.13,41296,221,1.02880141
COINBASE_SPOT_BTC_USD,2022-04-20 1:14:00,2022-04-20 1:15:00,2022-04-20 1:14:01,2022-04-20 1:14:59,41296,41296,41284.28,41284.28,198,1.02777747
COINBASE_SPOT_BTC_USD,2022-04-20 1:15:00,2022-04-20 1:16:00,2022-04-20 1:15:00,2022-04-20 1:16:00,41289.59,41292.82,41237.04,41237.36,433,8.05406406
COINBASE_SPOT_BTC_USD,2022-04-20 1:16:00,2022-04-20 1:17:00,2022-04-20 1:16:00,2022-04-20 1:16:59,41237.04,41263.94,41233.68,41253.34,373,4.23651392
COINBASE_SPOT_BTC_USD,2022-04-20 1:17:00,2022-04-20 1:18:00,2022-04-20 1:17:00,2022-04-20 1:18:00,41253.53,41290.84,41250.91,41289.62,336,5.87199624
COINBASE_SPOT_BTC_USD,2022-04-20 1:18:00,2022-04-20 1:19:00,2022-04-20 1:18:01,2022-04-20 1:18:59,41287.36,41329,41278.44,41326.14,360,6.11589399
COINBASE_SPOT_BTC_USD,2022-04-20 1:19:00,2022-04-20 1:20:00,2022-04-20 1:19:01,2022-04-20 1:20:00,41324.91,41341.96,41323.36,41331.77,280,9.94466821
COINBASE_SPOT_BTC_USD,2022-04-20 1:20:00,2022-04-20 1:21:00,2022-04-20 1:20:00,2022-04-20 1:21:00,41335.13,41343.86,41331.67,41339.37,301,6.83166099
COINBASE_SPOT_BTC_USD,2022-04-20 1:21:00,2022-04-20 1:22:00,2022-04-20 1:21:00,2022-04-20 1:21:59,41339.37,41339.37,41313.04,41327.37,235,4.81214126
COINBASE_SPOT_BTC_USD,2022-04-20 1:22:00,2022-04-20 1:23:00,2022-04-20 1:22:01,2022-04-20 1:23:00,41327.42,41334.67,41320.53,41330.33,281,4.95298958
COINBASE_SPOT_BTC_USD,2022-04-20 1:23:00,2022-04-20 1:24:00,2022-04-20 1:23:00,2022-04-20 1:24:00,41330.31,41333.1,41320.51,41324.87,270,4.90009131
COINBASE_SPOT_BTC_USD,2022-04-20 1:24:00,2022-04-20 1:25:00,2022-04-20 1:24:00,2022-04-20 1:24:59,41327.46,41336.54,41325.36,41331.68,299,3.63594745
COINBASE_SPOT_BTC_USD,2022-04-20 1:25:00,2022-04-20 1:26:00,2022-04-20 1:25:00,2022-04-20 1:26:00,41333.08,41339.36,41331.67,41334.08,238,1.91952788
COINBASE_SPOT_BTC_USD,2022-04-20 1:26:00,2022-04-20 1:27:00,2022-04-20 1:26:00,2022-04-20 1:26:59,41334.32,41351.28,41334.07,41350.27,204,3.89574834
COINBASE_SPOT_BTC_USD,2022-04-20 1:27:00,2022-04-20 1:28:00,2022-04-20 1:27:00,2022-04-20 1:27:59,41349.86,41351.91,41334.07,41334.08,337,10.57297293
COINBASE_SPOT_BTC_USD,2022-04-20 1:28:00,2022-04-20 1:29:00,2022-04-20 1:28:00,2022-04-20 1:28:59,41334.08,41339.74,41333.08,41336.22,210,4.10251017
COINBASE_SPOT_BTC_USD,2022-04-20 1:29:00,2022-04-20 1:30:00,2022-04-20 1:29:00,2022-04-20 1:29:59,41336.18,41336.61,41333,41333.01,197,3.86012475
COINBASE_SPOT_BTC_USD,2022-04-20 1:30:00,2022-04-20 1:31:00,2022-04-20 1:30:00,2022-04-20 1:31:00,41333,41345.51,41329.87,41333.46,274,3.61990043
COINBASE_SPOT_BTC_USD,2022-04-20 1:31:00,2022-04-20 1:32:00,2022-04-20 1:31:00,2022-04-20 1:32:00,41331.52,41343.16,41330.75,41340.77,207,2.48819129
COINBASE_SPOT_BTC_USD,2022-04-20 1:32:00,2022-04-20 1:33:00,2022-04-20 1:32:00,2022-04-20 1:33:00,41340.78,41343.54,41329.89,41329.89,242,2.52768207
COINBASE_SPOT_BTC_USD,2022-04-20 1:33:00,2022-04-20 1:34:00,2022-04-20 1:33:00,2022-04-20 1:34:00,41334.71,41340.56,41331.48,41340.55,259,0.77038017
COINBASE_SPOT_BTC_USD,2022-04-20 1:34:00,2022-04-20 1:35:00,2022-04-20 1:34:00,2022-04-20 1:35:00,41340.56,41340.61,41335.25,41337.59,193,2.19683774
COINBASE_SPOT_BTC_USD,2022-04-20 1:35:00,2022-04-20 1:36:00,2022-04-20 1:35:01,2022-04-20 1:36:00,41337.59,41347.2,41337.58,41338.15,235,6.35983277
COINBASE_SPOT_BTC_USD,2022-04-20 1:36:00,2022-04-20 1:37:00,2022-04-20 1:36:00,2022-04-20 1:36:59,41338.15,41341.05,41338.14,41339.88,138,0.46952043
COINBASE_SPOT_BTC_USD,2022-04-20 1:37:00,2022-04-20 1:38:00,2022-04-20 1:37:01,2022-04-20 1:37:59,41339.87,41355.42,41339.87,41355.42,195,4.79703305
COINBASE_SPOT_BTC_USD,2022-04-20 1:38:00,2022-04-20 1:39:00,2022-04-20 1:38:01,2022-04-20 1:39:00,41352.25,41359.84,41352.24,41359.83,164,2.70728438
COINBASE_SPOT_BTC_USD,2022-04-20 1:39:00,2022-04-20 1:40:00,2022-04-20 1:39:00,2022-04-20 1:39:59,41359.84,41366.63,41359.84,41363.27,184,4.41999714
COINBASE_SPOT_BTC_USD,2022-04-20 1:40:00,2022-04-20 1:41:00,2022-04-20 1:40:00,2022-04-20 1:41:00,41363.41,41369.34,41363.32,41365.96,164,3.2012889
COINBASE_SPOT_BTC_USD,2022-04-20 1:41:00,2022-04-20 1:42:00,2022-04-20 1:41:02,2022-04-20 1:42:00,41365.95,41367.44,41347.13,41351.06,211,6.25243885
COINBASE_SPOT_BTC_USD,2022-04-20 1:42:00,2022-04-20 1:43:00,2022-04-20 1:42:01,2022-04-20 1:43:00,41351.06,41366.41,41351.05,41364.78,213,2.91269651
COINBASE_SPOT_BTC_USD,2022-04-20 1:43:00,2022-04-20 1:44:00,2022-04-20 1:43:00,2022-04-20 1:44:00,41364.78,41367.45,41364.78,41365.85,196,6.95513527
COINBASE_SPOT_BTC_USD,2022-04-20 1:44:00,2022-04-20 1:45:00,2022-04-20 1:44:00,2022-04-20 1:45:00,41365.85,41368.99,41361.28,41361.43,205,2.5166784
COINBASE_SPOT_BTC_USD,2022-04-20 1:45:00,2022-04-20 1:46:00,2022-04-20 1:45:00,2022-04-20 1:46:00,41361.43,41361.55,41353.47,41356.5,209,2.91069675
COINBASE_SPOT_BTC_USD,2022-04-20 1:46:00,2022-04-20 1:47:00,2022-04-20 1:46:01,2022-04-20 1:46:59,41356.7,41358.98,41353.47,41354.27,201,2.35108456
COINBASE_SPOT_BTC_USD,2022-04-20 1:47:00,2022-04-20 1:48:00,2022-04-20 1:47:00,2022-04-20 1:48:00,41354.27,41358.28,41354.04,41354.05,198,0.89063164
COINBASE_SPOT_BTC_USD,2022-04-20 1:48:00,2022-04-20 1:49:00,2022-04-20 1:48:00,2022-04-20 1:48:59,41355.12,41357.39,41353.47,41356.35,219,1.54733126
COINBASE_SPOT_BTC_USD,2022-04-20 1:49:00,2022-04-20 1:50:00,2022-04-20 1:49:00,2022-04-20 1:50:00,41356.34,41362.79,41354.52,41361.42,177,1.77667909
COINBASE_SPOT_BTC_USD,2022-04-20 1:50:00,2022-04-20 1:51:00,2022-04-20 1:50:00,2022-04-20 1:51:00,41361.42,41361.43,41320.17,41350.46,399,12.27046874
COINBASE_SPOT_BTC_USD,2022-04-20 1:51:00,2022-04-20 1:52:00,2022-04-20 1:51:00,2022-04-20 1:51:59,41350.46,41364.78,41342.34,41350.27,317,10.00198854
COINBASE_SPOT_BTC_USD,2022-04-20 1:52:00,2022-04-20 1:53:00,2022-04-20 1:52:00,2022-04-20 1:53:00,41350.28,41372.19,41347.94,41362.51,259,3.88250977
COINBASE_SPOT_BTC_USD,2022-04-20 1:53:00,2022-04-20 1:54:00,2022-04-20 1:53:03,2022-04-20 1:53:59,41363.77,41405.22,41358.76,41400.65,369,19.58825132
COINBASE_SPOT_BTC_USD,2022-04-20 1:54:00,2022-04-20 1:55:00,2022-04-20 1:54:00,2022-04-20 1:55:00,41399.14,41402.53,41375.05,41381.92,265,6.50351888
COINBASE_SPOT_BTC_USD,2022-04-20 1:55:00,2022-04-20 1:56:00,2022-04-20 1:55:00,2022-04-20 1:55:59,41382.5,41385.3,41364.81,41370.78,236,4.88435769
COINBASE_SPOT_BTC_USD,2022-04-20 1:56:00,2022-04-20 1:57:00,2022-04-20 1:56:01,2022-04-20 1:57:00,41370.78,41380.01,41360.35,41372.12,240,8.8865317
COINBASE_SPOT_BTC_USD,2022-04-20 1:57:00,2022-04-20 1:58:00,2022-04-20 1:57:01,2022-04-20 1:58:00,41372.12,41399.9,41372.11,41390.13,298,10.19850377
COINBASE_SPOT_BTC_USD,2022-04-20 1:58:00,2022-04-20 1:59:00,2022-04-20 1:58:00,2022-04-20 1:58:59,41389.98,41393.22,41358.63,41361.16,241,4.14684945
COINBASE_SPOT_BTC_USD,2022-04-20 1:59:00,2022-04-20 2:00:00,2022-04-20 1:59:01,2022-04-20 1:59:58,41362.17,41375.61,41362.17,41368.98,239,2.23221104
COINBASE_SPOT_BTC_USD,2022-04-20 2:00:00,2022-04-20 2:01:00,2022-04-20 2:00:00,2022-04-20 2:01:00,41369.53,41380.34,41354.19,41371.17,287,12.274146
COINBASE_SPOT_BTC_USD,2022-04-20 2:01:00,2022-04-20 2:02:00,2022-04-20 2:01:00,2022-04-20 2:02:00,41371.16,41379.05,41367.89,41372.72,206,2.91454029
COINBASE_SPOT_BTC_USD,2022-04-20 2:02:00,2022-04-20 2:03:00,2022-04-20 2:02:00,2022-04-20 2:03:00,41372.71,41372.72,41350.51,41350.81,221,4.83719996
COINBASE_SPOT_BTC_USD,2022-04-20 2:03:00,2022-04-20 2:04:00,2022-04-20 2:03:01,2022-04-20 2:04:00,41350.81,41352.08,41340.77,41346.37,246,2.48252227
COINBASE_SPOT_BTC_USD,2022-04-20 2:04:00,2022-04-20 2:05:00,2022-04-20 2:04:00,2022-04-20 2:05:00,41346.51,41349.61,41340.19,41347.79,197,2.68481449
COINBASE_SPOT_BTC_USD,2022-04-20 2:05:00,2022-04-20 2:06:00,2022-04-20 2:05:00,2022-04-20 2:06:00,41347.79,41349.21,41341.58,41344.32,230,1.70207772
COINBASE_SPOT_BTC_USD,2022-04-20 2:06:00,2022-04-20 2:07:00,2022-04-20 2:06:00,2022-04-20 2:07:00,41344.32,41344.82,41342.78,41343.98,179,3.82204537
COINBASE_SPOT_BTC_USD,2022-04-20 2:07:00,2022-04-20 2:08:00,2022-04-20 2:07:00,2022-04-20 2:08:00,41343.97,41344.83,41322.83,41344.17,278,5.86175404
COINBASE_SPOT_BTC_USD,2022-04-20 2:08:00,2022-04-20 2:09:00,2022-04-20 2:08:01,2022-04-20 2:08:59,41341.74,41393.11,41341.74,41368.09,375,18.03034584
COINBASE_SPOT_BTC_USD,2022-04-20 2:09:00,2022-04-20 2:10:00,2022-04-20 2:09:01,2022-04-20 2:10:00,41368.09,41382.26,41368.09,41381.53,236,2.21364297
COINBASE_SPOT_BTC_USD,2022-04-20 2:10:00,2022-04-20 2:11:00,2022-04-20 2:10:00,2022-04-20 2:10:59,41377.92,41392.27,41377.92,41392.26,300,4.57174762
COINBASE_SPOT_BTC_USD,2022-04-20 2:11:00,2022-04-20 2:12:00,2022-04-20 2:11:01,2022-04-20 2:12:00,41392.27,41419.44,41379.76,41417.35,305,19.78763444
COINBASE_SPOT_BTC_USD,2022-04-20 2:12:00,2022-04-20 2:13:00,2022-04-20 2:12:00,2022-04-20 2:13:00,41414.2,41415.16,41390.9,41397.05,322,13.40646756
COINBASE_SPOT_BTC_USD,2022-04-20 2:13:00,2022-04-20 2:14:00,2022-04-20 2:13:00,2022-04-20 2:13:59,41395.63,41399.42,41383.28,41391.96,271,6.57190696
COINBASE_SPOT_BTC_USD,2022-04-20 2:14:00,2022-04-20 2:15:00,2022-04-20 2:14:00,2022-04-20 2:15:00,41391.97,41396.57,41383.32,41387.13,199,4.04302767
COINBASE_SPOT_BTC_USD,2022-04-20 2:15:00,2022-04-20 2:16:00,2022-04-20 2:15:00,2022-04-20 2:16:00,41383.93,41391.08,41373.95,41381.99,197,4.13199572
COINBASE_SPOT_BTC_USD,2022-04-20 2:16:00,2022-04-20 2:17:00,2022-04-20 2:16:00,2022-04-20 2:17:00,41382,41383.84,41376.73,41383.3,196,2.50108805
COINBASE_SPOT_BTC_USD,2022-04-20 2:17:00,2022-04-20 2:18:00,2022-04-20 2:17:02,2022-04-20 2:18:00,41383.29,41406.64,41379.18,41404.16,237,5.94985654
COINBASE_SPOT_BTC_USD,2022-04-20 2:18:00,2022-04-20 2:19:00,2022-04-20 2:18:00,2022-04-20 2:19:00,41404.17,41407.53,41394.39,41401.28,240,4.52928442
COINBASE_SPOT_BTC_USD,2022-04-20 2:19:00,2022-04-20 2:20:00,2022-04-20 2:19:00,2022-04-20 2:19:59,41401.28,41402.3,41356.75,41365.3,241,9.12169225
COINBASE_SPOT_BTC_USD,2022-04-20 2:20:00,2022-04-20 2:21:00,2022-04-20 2:20:00,2022-04-20 2:20:59,41365.29,41380.62,41363.31,41368.87,256,4.64557035
COINBASE_SPOT_BTC_USD,2022-04-20 2:21:00,2022-04-20 2:22:00,2022-04-20 2:21:00,2022-04-20 2:21:58,41368.31,41382.11,41366.3,41378.35,312,4.13774039
